Date,kospi,kosdaq,dow,nasdaq,sp500,code,close
2021-09-23,3127.58,1036.26,34766.0,15052.2,4448.98,009540,101000
2021-09-24,3125.24,1037.03,34797.6,15047.7,4455.48,009540,102000
2021-09-27,3133.64,1034.82,34870.16,14970.0,4443.11,009540,102500
2021-09-28,3097.92,1012.51,34299.53,14546.7,4352.63,009540,101500
2021-09-29,3060.27,1001.46,34390.92,14512.4,4359.46,009540,101500
2021-09-30,3068.82,1003.27,33843.33,14448.6,4307.54,009540,102000
2021-10-01,3019.18,983.2,34327.45,14566.7,4357.05,009540,97000
2021-10-05,2962.17,955.37,34315.99,14433.8,4345.72,009540,96400
2021-10-06,2908.31,922.36,34417.98,14501.9,4363.55,009540,94300
2021-10-07,2959.46,953.43,34754.15,14654.0,4399.76,009540,97000
2021-10-08,2956.3,953.11,34746.71,14579.5,4391.36,009540,93800
2021-10-12,2916.38,940.15,34378.08,14465.9,4350.64,009540,93600
2021-10-13,2944.41,953.47,34378.6,14571.6,4363.8,009540,95700
2021-10-14,2988.64,983.43,34911.7,14823.4,4438.23,009540,96000
2021-10-15,3015.06,990.54,35295.48,14897.3,4471.37,009540,97300
2021-10-18,3006.68,993.86,35259.01,15021.8,4486.48,009540,95800
2021-10-19,3029.04,1005.35,35458.37,15129.1,4519.63,009540,96900
2021-10-20,3013.13,1001.62,35609.93,15121.7,4536.19,009540,96400
2021-10-21,3007.33,993.7,35601.96,15215.7,4549.78,009540,97300
2021-10-22,3006.16,995.07,35677.68,15090.2,4544.9,009540,96600
2021-10-25,3020.54,994.31,35743.78,15226.7,4566.48,009540,101500
2021-10-26,3049.08,1011.76,35755.83,15235.7,4574.79,009540,104000
2021-10-27,3025.49,1008.95,35491.48,15235.8,4551.68,009540,104500
2021-10-28,3009.55,1000.13,35729.89,15448.1,4596.42,009540,102000
2021-10-29,2970.68,992.33,35819.59,15498.4,4605.38,009540,103000
2021-08-30,3144.19,1031.84,35399.84,15265.9,4528.79,326030,121500
2021-08-31,3199.27,1038.33,35360.73,15259.2,4522.68,326030,125500
2021-09-01,3207.02,1045.98,35312.53,15309.4,4524.09,326030,124000
2021-09-02,3175.85,1047.19,35443.82,15331.2,4536.95,326030,122000
2021-09-03,3201.06,1053.85,35369.09,15363.5,4535.43,326030,125000
2021-09-06,3203.33,1052.96,35234.545,15368.9,4527.73,326030,121500
2021-09-07,3187.42,1054.43,35100.0,15374.3,4520.03,326030,121000
2021-09-08,3162.99,1037.22,35031.07,15286.6,4514.07,326030,116500
2021-09-09,3114.7,1034.62,34879.38,15248.3,4493.28,326030,114500
2021-09-10,3125.76,1037.91,34607.72,15115.5,4458.58,326030,113500
2021-09-13,3127.86,1026.34,34869.63,15105.6,4468.73,326030,114000
2021-09-14,3148.83,1037.74,34577.57,15037.8,4443.05,326030,115000
2021-09-15,3153.4,1042.79,34814.39,15161.5,4480.7,326030,113000
2021-09-16,3130.09,1039.43,34751.32,15181.9,4473.76,326030,114000
2021-09-17,3140.51,1046.12,34584.88,15044.0,4432.99,326030,113500
2021-09-23,3127.58,1036.26,34766.0,15052.2,4448.98,326030,109500
2021-09-24,3125.24,1037.03,34797.6,15047.7,4455.48,326030,107000
2021-09-27,3133.64,1034.82,34870.16,14970.0,4443.11,326030,108000
2021-09-28,3097.92,1012.51,34299.53,14546.7,4352.63,326030,104500
2021-09-29,3060.27,1001.46,34390.92,14512.4,4359.46,326030,102000
2021-09-30,3068.82,1003.27,33843.33,14448.6,4307.54,326030,102000
2021-10-01,3019.18,983.2,34327.45,14566.7,4357.05,326030,101000
2021-10-05,2962.17,955.37,34315.99,14433.8,4345.72,326030,96400
2021-10-06,2908.31,922.36,34417.98,14501.9,4363.55,326030,91400
2021-10-07,2959.46,953.43,34754.15,14654.0,4399.76,326030,97300
2021-10-08,2956.3,953.11,34746.71,14579.5,4391.36,326030,100000
2021-10-12,2916.38,940.15,34378.08,14465.9,4350.64,326030,100500
2021-10-13,2944.41,953.47,34378.6,14571.6,4363.8,326030,100500
2021-10-14,2988.64,983.43,34911.7,14823.4,4438.23,326030,102500
2021-10-15,3015.06,990.54,35295.48,14897.3,4471.37,326030,102000
2021-10-18,3006.68,993.86,35259.01,15021.8,4486.48,326030,99900
2021-10-19,3029.04,1005.35,35458.37,15129.1,4519.63,326030,100500
2021-10-20,3013.13,1001.62,35609.93,15121.7,4536.19,326030,99700
2021-10-21,3007.33,993.7,35601.96,15215.7,4549.78,326030,97500
2021-10-22,3006.16,995.07,35677.68,15090.2,4544.9,326030,98000
2021-10-25,3020.54,994.31,35743.78,15226.7,4566.48,326030,97000
2021-10-26,3049.08,1011.76,35755.83,15235.7,4574.79,326030,100500
2021-10-27,3025.49,1008.95,35491.48,15235.8,4551.68,326030,99100
2021-10-28,3009.55,1000.13,35729.89,15448.1,4596.42,326030,97000
2021-10-29,2970.68,992.33,35819.59,15498.4,4605.38,326030,94600
2021-08-30,3144.19,1031.84,35399.84,15265.9,4528.79,011170,246000
2021-08-31,3199.27,1038.33,35360.73,15259.2,4522.68,011170,250000
2021-09-01,3207.02,1045.98,35312.53,15309.4,4524.09,011170,246500
2021-09-02,3175.85,1047.19,35443.82,15331.2,4536.95,011170,246000
2021-09-03,3201.06,1053.85,35369.09,15363.5,4535.43,011170,249000
2021-09-06,3203.33,1052.96,35234.545,15368.9,4527.73,011170,248500
2021-09-07,3187.42,1054.43,35100.0,15374.3,4520.03,011170,249000
2021-09-08,3162.99,1037.22,35031.07,15286.6,4514.07,011170,252500
2021-09-09,3114.7,1034.62,34879.38,15248.3,4493.28,011170,248500
2021-09-10,3125.76,1037.91,34607.72,15115.5,4458.58,011170,248500
2021-09-13,3127.86,1026.34,34869.63,15105.6,4468.73,011170,258000
2021-09-14,3148.83,1037.74,34577.57,15037.8,4443.05,011170,256000
2021-09-15,3153.4,1042.79,34814.39,15161.5,4480.7,011170,254000
2021-09-16,3130.09,1039.43,34751.32,15181.9,4473.76,011170,265500
2021-09-17,3140.51,1046.12,34584.88,15044.0,4432.99,011170,263000
2021-09-23,3127.58,1036.26,34766.0,15052.2,4448.98,011170,258500
2021-09-24,3125.24,1037.03,34797.6,15047.7,4455.48,011170,256000
2021-09-27,3133.64,1034.82,34870.16,14970.0,4443.11,011170,257500
2021-09-28,3097.92,1012.51,34299.53,14546.7,4352.63,011170,263500
2021-09-29,3060.27,1001.46,34390.92,14512.4,4359.46,011170,256500
2021-09-30,3068.82,1003.27,33843.33,14448.6,4307.54,011170,241500
2021-10-01,3019.18,983.2,34327.45,14566.7,4357.05,011170,242000
2021-10-05,2962.17,955.37,34315.99,14433.8,4345.72,011170,235500
2021-10-06,2908.31,922.36,34417.98,14501.9,4363.55,011170,237000
2021-10-07,2959.46,953.43,34754.15,14654.0,4399.76,011170,238000
2021-10-08,2956.3,953.11,34746.71,14579.5,4391.36,011170,238500
2021-10-12,2916.38,940.15,34378.08,14465.9,4350.64,011170,240000
2021-10-13,2944.41,953.47,34378.6,14571.6,4363.8,011170,241500
2021-10-14,2988.64,983.43,34911.7,14823.4,4438.23,011170,241500
2021-10-15,3015.06,990.54,35295.48,14897.3,4471.37,011170,244000
2021-10-18,3006.68,993.86,35259.01,15021.8,4486.48,011170,243000
2021-10-19,3029.04,1005.35,35458.37,15129.1,4519.63,011170,244500
2021-10-20,3013.13,1001.62,35609.93,15121.7,4536.19,011170,237500
2021-10-21,3007.33,993.7,35601.96,15215.7,4549.78,011170,242000
2021-10-22,3006.16,995.07,35677.68,15090.2,4544.9,011170,237500
2021-10-25,3020.54,994.31,35743.78,15226.7,4566.48,011170,240000
2021-10-26,3049.08,1011.76,35755.83,15235.7,4574.79,011170,242500
2021-10-27,3025.49,1008.95,35491.48,15235.8,4551.68,011170,232000
2021-10-28,3009.55,1000.13,35729.89,15448.1,4596.42,011170,229000
2021-10-29,2970.68,992.33,35819.59,15498.4,4605.38,011170,224500
2021-08-30,3144.19,1031.84,35399.84,15265.9,4528.79,030200,32450
2021-08-31,3199.27,1038.33,35360.73,15259.2,4522.68,030200,32800
2021-09-01,3207.02,1045.98,35312.53,15309.4,4524.09,030200,33450
2021-09-02,3175.85,1047.19,35443.82,15331.2,4536.95,030200,32950
2021-09-03,3201.06,1053.85,35369.09,15363.5,4535.43,030200,32900
2021-09-06,3203.33,1052.96,35234.545,15368.9,4527.73,030200,32600
2021-09-07,3187.42,1054.43,35100.0,15374.3,4520.03,030200,32650
2021-09-08,3162.99,1037.22,35031.07,15286.6,4514.07,030200,32650
2021-09-09,3114.7,1034.62,34879.38,15248.3,4493.28,030200,32600
2021-09-10,3125.76,1037.91,34607.72,15115.5,4458.58,030200,32750
2021-09-13,3127.86,1026.34,34869.63,15105.6,4468.73,030200,32750
2021-09-14,3148.83,1037.74,34577.57,15037.8,4443.05,030200,32650
2021-09-15,3153.4,1042.79,34814.39,15161.5,4480.7,030200,32550
2021-09-16,3130.09,1039.43,34751.32,15181.9,4473.76,030200,32500
2021-09-17,3140.51,1046.12,34584.88,15044.0,4432.99,030200,32550
2021-09-23,3127.58,1036.26,34766.0,15052.2,4448.98,030200,32500
2021-09-24,3125.24,1037.03,34797.6,15047.7,4455.48,030200,32450
2021-09-27,3133.64,1034.82,34870.16,14970.0,4443.11,030200,32550
2021-09-28,3097.92,1012.51,34299.53,14546.7,4352.63,030200,32450
2021-09-29,3060.27,1001.46,34390.92,14512.4,4359.46,030200,32400
2021-09-30,3068.82,1003.27,33843.33,14448.6,4307.54,030200,32600
2021-10-01,3019.18,983.2,34327.45,14566.7,4357.05,030200,32000
2021-10-05,2962.17,955.37,34315.99,14433.8,4345.72,030200,31700
2021-10-06,2908.31,922.36,34417.98,14501.9,4363.55,030200,31550
2021-10-07,2959.46,953.43,34754.15,14654.0,4399.76,030200,31600
2021-10-08,2956.3,953.11,34746.71,14579.5,4391.36,030200,31350
2021-10-12,2916.38,940.15,34378.08,14465.9,4350.64,030200,30500
2021-10-13,2944.41,953.47,34378.6,14571.6,4363.8,030200,31400
2021-10-14,2988.64,983.43,34911.7,14823.4,4438.23,030200,31200
2021-10-15,3015.06,990.54,35295.48,14897.3,4471.37,030200,31300
2021-10-18,3006.68,993.86,35259.01,15021.8,4486.48,030200,31300
2021-10-19,3029.04,1005.35,35458.37,15129.1,4519.63,030200,31650
2021-10-20,3013.13,1001.62,35609.93,15121.7,4536.19,030200,31600
2021-10-21,3007.33,993.7,35601.96,15215.7,4549.78,030200,31950
2021-10-22,3006.16,995.07,35677.68,15090.2,4544.9,030200,31750
2021-10-25,3020.54,994.31,35743.78,15226.7,4566.48,030200,31300
2021-10-26,3049.08,1011.76,35755.83,15235.7,4574.79,030200,31450
2021-10-27,3025.49,1008.95,35491.48,15235.8,4551.68,030200,31300
2021-10-28,3009.55,1000.13,35729.89,15448.1,4596.42,030200,30700
2021-10-29,2970.68,992.33,35819.59,15498.4,4605.38,030200,30500
2021-08-30,3144.19,1031.84,35399.84,15265.9,4528.79,018880,16200
2021-08-31,3199.27,1038.33,35360.73,15259.2,4522.68,018880,16450
2021-09-01,3207.02,1045.98,35312.53,15309.4,4524.09,018880,16300
2021-09-02,3175.85,1047.19,35443.82,15331.2,4536.95,018880,16250
2021-09-03,3201.06,1053.85,35369.09,15363.5,4535.43,018880,16500
2021-09-06,3203.33,1052.96,35234.545,15368.9,4527.73,018880,16200
2021-09-07,3187.42,1054.43,35100.0,15374.3,4520.03,018880,16350
2021-09-08,3162.99,1037.22,35031.07,15286.6,4514.07,018880,16450
2021-09-09,3114.7,1034.62,34879.38,15248.3,4493.28,018880,15850
2021-09-10,3125.76,1037.91,34607.72,15115.5,4458.58,018880,16050
2021-09-13,3127.86,1026.34,34869.63,15105.6,4468.73,018880,16050
2021-09-14,3148.83,1037.74,34577.57,15037.8,4443.05,018880,16100
2021-09-15,3153.4,1042.79,34814.39,15161.5,4480.7,018880,16150
2021-09-16,3130.09,1039.43,34751.32,15181.9,4473.76,018880,16050
2021-09-17,3140.51,1046.12,34584.88,15044.0,4432.99,018880,16150
2021-09-23,3127.58,1036.26,34766.0,15052.2,4448.98,018880,16300
2021-09-24,3125.24,1037.03,34797.6,15047.7,4455.48,018880,16200
2021-09-27,3133.64,1034.82,34870.16,14970.0,4443.11,018880,16200
2021-09-28,3097.92,1012.51,34299.53,14546.7,4352.63,018880,15850
2021-09-29,3060.27,1001.46,34390.92,14512.4,4359.46,018880,15500
2021-09-30,3068.82,1003.27,33843.33,14448.6,4307.54,018880,15650
2021-10-01,3019.18,983.2,34327.45,14566.7,4357.05,018880,15100
2021-10-05,2962.17,955.37,34315.99,14433.8,4345.72,018880,15150
2021-10-06,2908.31,922.36,34417.98,14501.9,4363.55,018880,14700
2021-10-07,2959.46,953.43,34754.15,14654.0,4399.76,018880,15050
2021-10-08,2956.3,953.11,34746.71,14579.5,4391.36,018880,15100
2021-10-12,2916.38,940.15,34378.08,14465.9,4350.64,018880,15150
2021-10-13,2944.41,953.47,34378.6,14571.6,4363.8,018880,15500
2021-10-14,2988.64,983.43,34911.7,14823.4,4438.23,018880,15400
2021-10-15,3015.06,990.54,35295.48,14897.3,4471.37,018880,15550
2021-10-18,3006.68,993.86,35259.01,15021.8,4486.48,018880,15300
2021-10-19,3029.04,1005.35,35458.37,15129.1,4519.63,018880,15400
2021-10-20,3013.13,1001.62,35609.93,15121.7,4536.19,018880,15250
2021-10-21,3007.33,993.7,35601.96,15215.7,4549.78,018880,15000
2021-10-22,3006.16,995.07,35677.68,15090.2,4544.9,018880,15000
2021-10-25,3020.54,994.31,35743.78,15226.7,4566.48,018880,14900
2021-10-26,3049.08,1011.76,35755.83,15235.7,4574.79,018880,15100
2021-10-27,3025.49,1008.95,35491.48,15235.8,4551.68,018880,14850
2021-10-28,3009.55,1000.13,35729.89,15448.1,4596.42,018880,14650
2021-10-29,2970.68,992.33,35819.59,15498.4,4605.38,018880,14400
2021-08-30,3144.19,1031.84,35399.84,15265.9,4528.79,034220,20250
2021-08-31,3199.27,1038.33,35360.73,15259.2,4522.68,034220,20500
2021-09-01,3207.02,1045.98,35312.53,15309.4,4524.09,034220,20550
2021-09-02,3175.85,1047.19,35443.82,15331.2,4536.95,034220,20200
2021-09-03,3201.06,1053.85,35369.09,15363.5,4535.43,034220,20950
2021-09-06,3203.33,1052.96,35234.545,15368.9,4527.73,034220,20500
2021-09-07,3187.42,1054.43,35100.0,15374.3,4520.03,034220,20550
2021-09-08,3162.99,1037.22,35031.07,15286.6,4514.07,034220,20300
2021-09-09,3114.7,1034.62,34879.38,15248.3,4493.28,034220,20150
2021-09-10,3125.76,1037.91,34607.72,15115.5,4458.58,034220,20050
2021-09-13,3127.86,1026.34,34869.63,15105.6,4468.73,034220,20200
2021-09-14,3148.83,1037.74,34577.57,15037.8,4443.05,034220,20350
2021-09-15,3153.4,1042.79,34814.39,15161.5,4480.7,034220,20250
2021-09-16,3130.09,1039.43,34751.32,15181.9,4473.76,034220,19800
2021-09-17,3140.51,1046.12,34584.88,15044.0,4432.99,034220,20000
2021-09-23,3127.58,1036.26,34766.0,15052.2,4448.98,034220,19400
2021-09-24,3125.24,1037.03,34797.6,15047.7,4455.48,034220,18950
2021-09-27,3133.64,1034.82,34870.16,14970.0,4443.11,034220,19400
2021-09-28,3097.92,1012.51,34299.53,14546.7,4352.63,034220,19500
2021-09-29,3060.27,1001.46,34390.92,14512.4,4359.46,034220,19050
2021-09-30,3068.82,1003.27,33843.33,14448.6,4307.54,034220,18950
2021-10-01,3019.18,983.2,34327.45,14566.7,4357.05,034220,18500
2021-10-05,2962.17,955.37,34315.99,14433.8,4345.72,034220,18100
2021-10-06,2908.31,922.36,34417.98,14501.9,4363.55,034220,17450
2021-10-07,2959.46,953.43,34754.15,14654.0,4399.76,034220,17950
2021-10-08,2956.3,953.11,34746.71,14579.5,4391.36,034220,17900
2021-10-12,2916.38,940.15,34378.08,14465.9,4350.64,034220,17550
2021-10-13,2944.41,953.47,34378.6,14571.6,4363.8,034220,17500
2021-10-14,2988.64,983.43,34911.7,14823.4,4438.23,034220,17700
2021-10-15,3015.06,990.54,35295.48,14897.3,4471.37,034220,18200
2021-10-18,3006.68,993.86,35259.01,15021.8,4486.48,034220,18200
2021-10-19,3029.04,1005.35,35458.37,15129.1,4519.63,034220,18050
2021-10-20,3013.13,1001.62,35609.93,15121.7,4536.19,034220,18000
2021-10-21,3007.33,993.7,35601.96,15215.7,4549.78,034220,17950
2021-10-22,3006.16,995.07,35677.68,15090.2,4544.9,034220,17800
2021-10-25,3020.54,994.31,35743.78,15226.7,4566.48,034220,17800
2021-10-26,3049.08,1011.76,35755.83,15235.7,4574.79,034220,18550
2021-10-27,3025.49,1008.95,35491.48,15235.8,4551.68,034220,18500
2021-10-28,3009.55,1000.13,35729.89,15448.1,4596.42,034220,19750
2021-10-29,2970.68,992.33,35819.59,15498.4,4605.38,034220,19700
2021-08-30,3144.19,1031.84,35399.84,15265.9,4528.79,316140,11050
2021-08-31,3199.27,1038.33,35360.73,15259.2,4522.68,316140,11250
2021-09-01,3207.02,1045.98,35312.53,15309.4,4524.09,316140,11300
2021-09-02,3175.85,1047.19,35443.82,15331.2,4536.95,316140,11250
2021-09-03,3201.06,1053.85,35369.09,15363.5,4535.43,316140,11250
2021-09-06,3203.33,1052.96,35234.545,15368.9,4527.73,316140,11100
2021-09-07,3187.42,1054.43,35100.0,15374.3,4520.03,316140,11000
2021-09-08,3162.99,1037.22,35031.07,15286.6,4514.07,316140,11100
2021-09-09,3114.7,1034.62,34879.38,15248.3,4493.28,316140,10800
2021-09-10,3125.76,1037.91,34607.72,15115.5,4458.58,316140,10950
2021-09-13,3127.86,1026.34,34869.63,15105.6,4468.73,316140,11000
2021-09-14,3148.83,1037.74,34577.57,15037.8,4443.05,316140,11100
2021-09-15,3153.4,1042.79,34814.39,15161.5,4480.7,316140,11000
2021-09-16,3130.09,1039.43,34751.32,15181.9,4473.76,316140,11000
2021-09-17,3140.51,1046.12,34584.88,15044.0,4432.99,316140,11050
2021-09-23,3127.58,1036.26,34766.0,15052.2,4448.98,316140,11100
2021-09-24,3125.24,1037.03,34797.6,15047.7,4455.48,316140,11150
2021-09-27,3133.64,1034.82,34870.16,14970.0,4443.11,316140,11250
2021-09-28,3097.92,1012.51,34299.53,14546.7,4352.63,316140,11350
2021-09-29,3060.27,1001.46,34390.92,14512.4,4359.46,316140,11350
2021-09-30,3068.82,1003.27,33843.33,14448.6,4307.54,316140,11650
2021-10-01,3019.18,983.2,34327.45,14566.7,4357.05,316140,11500
2021-10-05,2962.17,955.37,34315.99,14433.8,4345.72,316140,11450
2021-10-06,2908.31,922.36,34417.98,14501.9,4363.55,316140,11500
2021-10-07,2959.46,953.43,34754.15,14654.0,4399.76,316140,11700
2021-10-08,2956.3,953.11,34746.71,14579.5,4391.36,316140,11600
2021-10-12,2916.38,940.15,34378.08,14465.9,4350.64,316140,11700
2021-10-13,2944.41,953.47,34378.6,14571.6,4363.8,316140,11800
2021-10-14,2988.64,983.43,34911.7,14823.4,4438.23,316140,11750
2021-10-15,3015.06,990.54,35295.48,14897.3,4471.37,316140,11950
2021-10-18,3006.68,993.86,35259.01,15021.8,4486.48,316140,12000
2021-10-19,3029.04,1005.35,35458.37,15129.1,4519.63,316140,12350
2021-10-20,3013.13,1001.62,35609.93,15121.7,4536.19,316140,12600
2021-10-21,3007.33,993.7,35601.96,15215.7,4549.78,316140,12750
2021-10-22,3006.16,995.07,35677.68,15090.2,4544.9,316140,12750
2021-10-25,3020.54,994.31,35743.78,15226.7,4566.48,316140,13000
2021-10-26,3049.08,1011.76,35755.83,15235.7,4574.79,316140,13300
2021-10-27,3025.49,1008.95,35491.48,15235.8,4551.68,316140,13400
2021-10-28,3009.55,1000.13,35729.89,15448.1,4596.42,316140,13200
2021-10-29,2970.68,992.33,35819.59,15498.4,4605.38,316140,13250
2021-08-30,3144.19,1031.84,35399.84,15265.9,4528.79,009830,40450
2021-08-31,3199.27,1038.33,35360.73,15259.2,4522.68,009830,40750
2021-09-01,3207.02,1045.98,35312.53,15309.4,4524.09,009830,39600
2021-09-02,3175.85,1047.19,35443.82,15331.2,4536.95,009830,39550
2021-09-03,3201.06,1053.85,35369.09,15363.5,4535.43,009830,38900
2021-09-06,3203.33,1052.96,35234.545,15368.9,4527.73,009830,40600
2021-09-07,3187.42,1054.43,35100.0,15374.3,4520.03,009830,41900
2021-09-08,3162.99,1037.22,35031.07,15286.6,4514.07,009830,42050
2021-09-09,3114.7,1034.62,34879.38,15248.3,4493.28,009830,41800
2021-09-10,3125.76,1037.91,34607.72,15115.5,4458.58,009830,42100
2021-09-13,3127.86,1026.34,34869.63,15105.6,4468.73,009830,43850
2021-09-14,3148.83,1037.74,34577.57,15037.8,4443.05,009830,42700
2021-09-15,3153.4,1042.79,34814.39,15161.5,4480.7,009830,42550
2021-09-16,3130.09,1039.43,34751.32,15181.9,4473.76,009830,42200
2021-09-17,3140.51,1046.12,34584.88,15044.0,4432.99,009830,42100
2021-09-23,3127.58,1036.26,34766.0,15052.2,4448.98,009830,42100
2021-09-24,3125.24,1037.03,34797.6,15047.7,4455.48,009830,40750
2021-09-27,3133.64,1034.82,34870.16,14970.0,4443.11,009830,41900
2021-09-28,3097.92,1012.51,34299.53,14546.7,4352.63,009830,43750
2021-09-29,3060.27,1001.46,34390.92,14512.4,4359.46,009830,44100
2021-09-30,3068.82,1003.27,33843.33,14448.6,4307.54,009830,44800
2021-10-01,3019.18,983.2,34327.45,14566.7,4357.05,009830,42950
2021-10-05,2962.17,955.37,34315.99,14433.8,4345.72,009830,43950
2021-10-06,2908.31,922.36,34417.98,14501.9,4363.55,009830,43450
2021-10-07,2959.46,953.43,34754.15,14654.0,4399.76,009830,42250
2021-10-08,2956.3,953.11,34746.71,14579.5,4391.36,009830,42000
2021-10-12,2916.38,940.15,34378.08,14465.9,4350.64,009830,44250
2021-10-13,2944.41,953.47,34378.6,14571.6,4363.8,009830,44900
2021-10-14,2988.64,983.43,34911.7,14823.4,4438.23,009830,44300
2021-10-15,3015.06,990.54,35295.48,14897.3,4471.37,009830,44650
2021-10-18,3006.68,993.86,35259.01,15021.8,4486.48,009830,43800
2021-10-19,3029.04,1005.35,35458.37,15129.1,4519.63,009830,45300
2021-10-20,3013.13,1001.62,35609.93,15121.7,4536.19,009830,44000
2021-10-21,3007.33,993.7,35601.96,15215.7,4549.78,009830,43700
2021-10-22,3006.16,995.07,35677.68,15090.2,4544.9,009830,42850
2021-10-25,3020.54,994.31,35743.78,15226.7,4566.48,009830,43850
2021-10-26,3049.08,1011.76,35755.83,15235.7,4574.79,009830,43650
2021-10-27,3025.49,1008.95,35491.48,15235.8,4551.68,009830,42650
2021-10-28,3009.55,1000.13,35729.89,15448.1,4596.42,009830,41500
2021-10-29,2970.68,992.33,35819.59,15498.4,4605.38,009830,40850
2021-08-30,3144.19,1031.84,35399.84,15265.9,4528.79,024110,10300
2021-08-31,3199.27,1038.33,35360.73,15259.2,4522.68,024110,10300
2021-09-01,3207.02,1045.98,35312.53,15309.4,4524.09,024110,10450
2021-09-02,3175.85,1047.19,35443.82,15331.2,4536.95,024110,10350
2021-09-03,3201.06,1053.85,35369.09,15363.5,4535.43,024110,10400
2021-09-06,3203.33,1052.96,35234.545,15368.9,4527.73,024110,10350
2021-09-07,3187.42,1054.43,35100.0,15374.3,4520.03,024110,10350
2021-09-08,3162.99,1037.22,35031.07,15286.6,4514.07,024110,10350
2021-09-09,3114.7,1034.62,34879.38,15248.3,4493.28,024110,10100
2021-09-10,3125.76,1037.91,34607.72,15115.5,4458.58,024110,10200
2021-09-13,3127.86,1026.34,34869.63,15105.6,4468.73,024110,10250
2021-09-14,3148.83,1037.74,34577.57,15037.8,4443.05,024110,10250
2021-09-15,3153.4,1042.79,34814.39,15161.5,4480.7,024110,10250
2021-09-16,3130.09,1039.43,34751.32,15181.9,4473.76,024110,10150
2021-09-17,3140.51,1046.12,34584.88,15044.0,4432.99,024110,10200
2021-09-23,3127.58,1036.26,34766.0,15052.2,4448.98,024110,10100
2021-09-24,3125.24,1037.03,34797.6,15047.7,4455.48,024110,10150
2021-09-27,3133.64,1034.82,34870.16,14970.0,4443.11,024110,10200
2021-09-28,3097.92,1012.51,34299.53,14546.7,4352.63,024110,10400
2021-09-29,3060.27,1001.46,34390.92,14512.4,4359.46,024110,10300
2021-09-30,3068.82,1003.27,33843.33,14448.6,4307.54,024110,10500
2021-10-01,3019.18,983.2,34327.45,14566.7,4357.05,024110,10400
2021-10-05,2962.17,955.37,34315.99,14433.8,4345.72,024110,10500
2021-10-06,2908.31,922.36,34417.98,14501.9,4363.55,024110,10550
2021-10-07,2959.46,953.43,34754.15,14654.0,4399.76,024110,10700
2021-10-08,2956.3,953.11,34746.71,14579.5,4391.36,024110,10600
2021-10-12,2916.38,940.15,34378.08,14465.9,4350.64,024110,10650
2021-10-13,2944.41,953.47,34378.6,14571.6,4363.8,024110,10700
2021-10-14,2988.64,983.43,34911.7,14823.4,4438.23,024110,10650
2021-10-15,3015.06,990.54,35295.48,14897.3,4471.37,024110,10800
2021-10-18,3006.68,993.86,35259.01,15021.8,4486.48,024110,10900
2021-10-19,3029.04,1005.35,35458.37,15129.1,4519.63,024110,10950
2021-10-20,3013.13,1001.62,35609.93,15121.7,4536.19,024110,11100
2021-10-21,3007.33,993.7,35601.96,15215.7,4549.78,024110,11250
2021-10-22,3006.16,995.07,35677.68,15090.2,4544.9,024110,11250
2021-10-25,3020.54,994.31,35743.78,15226.7,4566.48,024110,11500
2021-10-26,3049.08,1011.76,35755.83,15235.7,4574.79,024110,11500
2021-10-27,3025.49,1008.95,35491.48,15235.8,4551.68,024110,11400
2021-10-28,3009.55,1000.13,35729.89,15448.1,4596.42,024110,11150
2021-10-29,2970.68,992.33,35819.59,15498.4,4605.38,024110,11050
2021-08-30,3144.19,1031.84,35399.84,15265.9,4528.79,086280,194000
2021-08-31,3199.27,1038.33,35360.73,15259.2,4522.68,086280,194000
2021-09-01,3207.02,1045.98,35312.53,15309.4,4524.09,086280,192500
2021-09-02,3175.85,1047.19,35443.82,15331.2,4536.95,086280,187000
2021-09-03,3201.06,1053.85,35369.09,15363.5,4535.43,086280,190000
2021-09-06,3203.33,1052.96,35234.545,15368.9,4527.73,086280,190000
2021-09-07,3187.42,1054.43,35100.0,15374.3,4520.03,086280,188000
2021-09-08,3162.99,1037.22,35031.07,15286.6,4514.07,086280,187500
2021-09-09,3114.7,1034.62,34879.38,15248.3,4493.28,086280,182500
2021-09-10,3125.76,1037.91,34607.72,15115.5,4458.58,086280,180000
2021-09-13,3127.86,1026.34,34869.63,15105.6,4468.73,086280,178500
2021-09-14,3148.83,1037.74,34577.57,15037.8,4443.05,086280,181500
2021-09-15,3153.4,1042.79,34814.39,15161.5,4480.7,086280,179500
2021-09-16,3130.09,1039.43,34751.32,15181.9,4473.76,086280,178500
2021-09-17,3140.51,1046.12,34584.88,15044.0,4432.99,086280,178500
2021-09-23,3127.58,1036.26,34766.0,15052.2,4448.98,086280,177000
2021-09-24,3125.24,1037.03,34797.6,15047.7,4455.48,086280,176000
2021-09-27,3133.64,1034.82,34870.16,14970.0,4443.11,086280,174500
2021-09-28,3097.92,1012.51,34299.53,14546.7,4352.63,086280,169500
2021-09-29,3060.27,1001.46,34390.92,14512.4,4359.46,086280,168000
2021-09-30,3068.82,1003.27,33843.33,14448.6,4307.54,086280,166500
2021-10-01,3019.18,983.2,34327.45,14566.7,4357.05,086280,161500
2021-10-05,2962.17,955.37,34315.99,14433.8,4345.72,086280,159500
2021-10-06,2908.31,922.36,34417.98,14501.9,4363.55,086280,158500
2021-10-07,2959.46,953.43,34754.15,14654.0,4399.76,086280,164500
2021-10-08,2956.3,953.11,34746.71,14579.5,4391.36,086280,172000
