weekday,weeknum,kospi,kosdaq,dow,nasdaq,sp500,code,close
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,010620,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,010620,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,010620,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,010620,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,010620,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,036460,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,036460,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,036460,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,036460,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,036460,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,047050,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,047050,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,047050,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,047050,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,047050,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,047810,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,047810,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,047810,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,047810,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,047810,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,138040,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,138040,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,138040,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,138040,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,138040,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,336260,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,336260,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,336260,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,336260,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,336260,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,081660,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,081660,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,081660,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,081660,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,081660,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,272210,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,272210,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,272210,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,272210,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,272210,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,023530,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,023530,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,023530,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,023530,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,023530,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,039490,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,039490,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,039490,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,039490,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,039490,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,047040,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,047040,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,047040,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,047040,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,047040,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,012750,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,012750,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,012750,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,012750,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,012750,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,026960,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,026960,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,026960,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,026960,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,026960,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,010060,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,010060,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,010060,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,010060,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,010060,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,088350,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,088350,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,088350,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,088350,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,088350,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,014680,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,014680,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,014680,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,014680,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,014680,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,002380,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,002380,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,002380,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,002380,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,002380,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,051915,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,051915,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,051915,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,051915,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,051915,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,000060,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,000060,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,000060,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,000060,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,000060,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,285130,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,285130,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,285130,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,285130,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,285130,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,204320,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,204320,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,204320,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,204320,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,204320,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,030000,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,030000,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,030000,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,030000,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,030000,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,282330,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,282330,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,282330,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,282330,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,282330,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,009240,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,009240,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,009240,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,009240,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,009240,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,000990,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,000990,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,000990,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,000990,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,000990,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,298050,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,298050,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,298050,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,298050,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,298050,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,004170,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,004170,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,004170,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,004170,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,004170,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,064350,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,064350,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,064350,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,064350,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,064350,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,005385,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,005385,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,005385,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,005385,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,005385,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,011210,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,011210,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,011210,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,011210,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,011210,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,012510,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,012510,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,012510,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,012510,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,012510,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,012450,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,012450,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,012450,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,012450,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,012450,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,004800,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,004800,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,004800,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,004800,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,004800,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,138930,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,138930,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,138930,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,138930,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,138930,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,153130,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,153130,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,153130,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,153130,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,153130,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,000080,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,000080,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,000080,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,000080,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,000080,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,006260,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,006260,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,006260,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,006260,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,006260,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,001450,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,001450,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,001450,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,001450,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,001450,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,000880,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,000880,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,000880,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,000880,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,000880,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,001440,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,001440,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,001440,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,001440,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,001440,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,252670,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,252670,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,252670,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,252670,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,252670,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,120110,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,120110,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,120110,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,120110,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,120110,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,017800,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,017800,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,017800,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,017800,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,017800,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,102110,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,102110,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,102110,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,102110,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,102110,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,003090,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,003090,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,003090,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,003090,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,003090,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,052690,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,052690,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,052690,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,052690,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,052690,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,011000,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,011000,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,011000,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,011000,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,011000,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,294870,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,294870,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,294870,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,294870,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,294870,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,001230,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,001230,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,001230,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,001230,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,001230,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,004370,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,004370,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,004370,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,004370,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,004370,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,073240,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,073240,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,073240,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,073240,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,073240,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,007310,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,007310,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,007310,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,007310,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,007310,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,051600,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,051600,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,051600,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,051600,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,051600,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,010120,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,010120,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,010120,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,010120,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,010120,0
0,44,3049.4579271174966,1009.9846537213665,35312.90697080912,15181.134753249758,4471.487424045139,069620,0
1,44,3051.421034424741,1011.2059171621559,35335.175516984695,15139.404704640167,4467.250472005208,069620,0
2,44,3045.007324150038,1007.2132771445713,35317.58119633454,15184.912820264135,4470.496088324653,069620,0
3,44,3050.7362531786557,1013.1850586025924,35345.94692317583,15232.60644014218,4484.213151041667,069620,0
4,44,3044.7360750298685,1009.6363076170568,35384.16368561041,15232.112131692733,4489.107267252604,069620,0
